Refseq accession,annotation_file,embedding_file,NCBI taxonomy,Species,Organism source1,Phylum,Class,Oder,Family,Kingdom,Oxygen requirement,Oxygen requirements assignment source (DB/PMID)2,Number of O2-utilizing enzymes ,Enzymes,physiology
GCF_000019205,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000019205.1_ASM1920v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000019205.1_ASM1920v1_protein_embedding.h5,306263,Campylobacter lari,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Bacteria,Anaerobic,PATRIC,10,1.14.12.17  1.1.5.4  1.14.14.51  1.9.3.1  1.4.3.19  1.14.13.208  1.14.14.52  1.11.1.6  1.14.14.17  1.15.1.1,Anaerobe
GCF_000015345,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000015345.1_ASM1534v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000015345.1_ASM1534v1_protein_embedding.h5,246195,Dichelobacter nodosus,added,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Bacteria,Anaerobic,PATRIC,8,1.10.3.14  1.14.14.51  1.14.13.208  1.14.14.52  1.14.99.44  1.4.3.5  1.3.99.30  1.15.1.1,Anaerobe
GCF_000020645,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000020645.1_ASM2064v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000020645.1_ASM2064v1_protein_embedding.h5,324925,Pelodictyon phaeoclathratiforme,added,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Bacteria,Anaerobic,PATRIC,22,1.13.11.51  1.14.16.1  1.5.3.1  1.13.11.79  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.5.3.18  1.14.14.52  1.4.3.24  1.14.99.50  1.14.13.168  1.14.13.163  1.14.13.237  1.6.3.4  1.4.3.2  1.4.3.5  1.14.13.9  1.14.11.6  1.15.1.1,Anaerobe
GCF_000015745,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000015745.1_ASM1574v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000015745.1_ASM1574v1_protein_embedding.h5,420246,Geobacillus thermodenitrificans,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Facultative,PATRIC,27,1.13.11.53  1.13.11.6  1.14.12.17  1.1.5.4  1.10.3.10  1.13.11.54  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.149  1.1.3.21  1.13.11.11  1.3.3.4  1.14.14.5  1.13.12.16  1.14.13.237  1.4.3.2  1.14.14.8  1.14.14.9  1.14.13.8  1.7.2.1  1.14.13.131  1.15.1.1,Facultative
GCF_000067205,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000067205.1_ASM6720v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000067205.1_ASM6720v1_protein_embedding.h5,94624,Bordetella petrii,added,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bacteria,Aerobic,11491321,49,1.13.11.5  1.13.11.1  1.13.11.3  1.5.3.1  1.5.3.7  1.14.12.17  1.10.3.14  1.10.3.10  1.14.12.3  1.14.12.1  1.16.3.1  1.14.13.172  1.10.2.2  1.14.14.51  1.14.13.24  1.9.3.1  1.14.13.20  1.4.3.16  1.4.3.19  1.14.13.209  1.14.13.208  1.14.14.52  1.14.13.149  1.14.13.114  1.2.3.1  1.4.3.24  1.13.11.11  1.14.13.218  1.14.11.44  1.11.1.6  1.14.11.17  1.14.12.11  1.3.3.3  1.13.11.27  1.14.14.5  1.13.12.16  1.13.11.24  1.14.11.27  1.14.13.237  1.14.12.7  1.13.11.80  1.14.11.33  1.14.12.13  1.4.3.2  1.14.11.55  1.4.3.5  1.14.13.9  1.7.2.1  1.15.1.1,Aerobe
GCF_000007185,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007185.1_ASM718v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007185.1_ASM718v1_protein_embedding.h5,190192,Methanopyrus kandleri AV19,original tree,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Archaea,Anaerobic,GOLD,10,1.1.3.4  1.14.16.4  1.14.16.1  1.14.13.127  1.14.14.51  1.4.3.19  1.14.13.208  1.14.14.52  1.3.3.4  1.3.99.30,Anaerobe
GCF_000009785,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000009785.1_ASM978v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000009785.1_ASM978v1_protein_embedding.h5,235909,Geobacillus kaustophilus,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Aerobic,PATRIC,32,1.13.11.53  1.13.11.56  1.14.12.17  1.1.5.4  1.13.11.29  1.1.3.15  1.14.13.142  1.10.3.10  1.13.11.54  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.149  1.1.3.21  1.2.3.1  1.3.5.6  1.14.14.47  1.3.3.4  1.13.12.16  1.13.11.24  1.1.3.47  1.14.13.113  1.14.13.237  1.14.15.6  1.14.14.9  1.14.13.9  1.7.2.1  1.15.1.1,Aerobe
GCF_000008425,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008425.1_ASM842v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008425.1_ASM842v1_protein_embedding.h5,279010,Bacillus licheniformis,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Facultative,PATRIC,38,1.14.13.154  1.13.11.53  1.14.13.185  1.13.11.2  1.5.3.1  1.14.12.17  1.14.13.142  1.14.14.1  1.10.3.10  1.13.11.54  1.10.3.2  1.10.2.2  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.15.13  1.14.14.52  1.14.13.38  1.14.13.33  1.14.14.18  1.4.3.24  1.3.5.6  1.13.11.18  1.14.14.47  1.14.14.46  1.11.1.6  1.3.3.4  1.14.13.225  1.14.14.5  1.13.12.16  1.1.99.18  1.14.11.27  1.14.13.237  1.14.13.234  1.13.11.80  1.14.13.9  1.15.1.1,Facultative
GCF_000015125,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000015125.1_ASM1512v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000015125.1_ASM1512v1_protein_embedding.h5,290317,Chlorobium phaeobacteroides,added,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Bacteria,Anaerobic,PATRIC,20,1.5.3.1  1.10.3.1  1.4.3.3  1.13.11.79  1.14.13.178  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.4.3.24  1.3.3.4  1.13.11.24  1.14.13.237  1.3.99.26  1.6.3.4  1.14.13.82  1.4.3.2  1.15.1.1,Anaerobe
GCF_000009025,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000009025.1_ASM902v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000009025.1_ASM902v1_protein_embedding.h5,255470,Dehalococcoides mccartyi,original tree,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Bacteria,Anaerobic,PATRIC,6,1.4.3.16  1.4.3.19  1.14.13.208  1.4.3.24  1.14.13.237  1.4.3.2,Anaerobe
GCF_000008325,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008325.1_ASM832v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008325.1_ASM832v1_protein_embedding.h5,243233,Methylococcus capsulatus,original tree,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Bacteria,Aerobic,PATRIC,31,1.13.11.53  1.13.11.5  1.5.3.1  1.1.5.4  1.10.3.14  1.13.11.54  1.16.3.1  1.14.18.2  1.14.18.3  1.3.3.11  1.13.11.79  1.10.2.2  1.14.14.51  1.14.13.25  1.9.3.1  1.4.3.16  1.8.3.5  1.4.3.19  1.14.13.208  1.14.14.52  1.14.13.39  4.1.1.39  1.13.11.18  1.3.3.3  1.13.11.24  1.14.11.27  1.14.13.237  1.14.13.232  1.14.13.233  1.14.13.70  1.15.1.1,Aerobe
GCF_000219105,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000219105.1_ASM21910v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000219105.1_ASM21910v1_protein_embedding.h5,483219,Myxococcus fulvus,added,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Bacteria,Aerobic,PATRIC,44,1.1.3.6  1.13.11.5  1.13.11.6  1.5.3.6  1.13.11.25  1.5.3.17  1.10.2.2  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.38  1.14.19.31  1.2.3.1  1.14.14.18  1.13.11.11  1.14.15.21  1.13.11.18  1.14.99.50  1.5.3.14  1.5.3.15  1.14.13.168  1.11.1.6  1.14.13.122  1.3.3.4  1.3.3.6  1.3.3.3  1.14.13.222  1.13.11.27  1.13.11.24  1.3.99.31  1.14.13.113  1.17.3.2  1.14.13.237  1.14.13.234  1.14.12.7  1.3.99.26  1.14.11.33  1.1.1.270  1.4.3.5  1.14.13.9  1.3.99.30  1.15.1.1,Aerobe
GCF_000060285,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000060285.1_ASM6028v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000060285.1_ASM6028v1_protein_embedding.h5,386043,Listeria welshimeri,original tree,Firmicutes,Bacilli,Bacillales,Listeriaceae,Bacteria,Facultative,PATRIC,17,1.13.11.2  1.5.3.1  1.5.3.7  1.10.3.10  1.14.14.51  1.9.3.1  1.14.14.52  1.14.14.18  1.4.3.24  1.11.1.6  1.3.3.4  1.14.13.237  1.3.99.26  1.4.3.2  1.4.3.4  1.14.13.9  1.15.1.1,Facultative
GCF_000214375,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000214375.1_ASM21437v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000214375.1_ASM21437v1_protein_embedding.h5,545694,Treponema primitia,added,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Bacteria,Anaerobic,PATRIC,8,1.13.11.2  1.14.14.51  1.14.14.52  1.3.3.4  1.13.11.24  1.14.13.9  1.14.11.8  1.15.1.1,Anaerobe
GCF_000013445,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000013445.1_ASM1344v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000013445.1_ASM1344v1_protein_embedding.h5,323259,Methanospirillum hungatei,original tree,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Archaea,Anaerobic,GOLD,10,1.1.3.15  1.14.14.1  1.14.99.29  1.14.18.1  1.11.1.21  1.14.13.208  4.1.1.39  1.13.11.24  1.14.13.237  1.15.1.1,Anaerobe
GCF_000259255,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000259255.1_ASM25925v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000259255.1_ASM25925v1_protein_embedding.h5,182217,Helicobacter cetorum,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Bacteria,Anaerobic,PATRIC,9,1.1.5.4  1.14.14.51  1.9.3.1  1.4.3.19  1.14.14.52  1.14.13.38  1.11.1.6  1.4.3.5  1.15.1.1,Anaerobe
GCF_000171115,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000171115.1_ASM17111v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000171115.1_ASM17111v1_protein_embedding.h5,447214,Clostridium butyricum,original tree,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Bacteria,Anaerobic,PATRIC,14,1.14.12.17  1.10.2.2  1.14.14.51  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.11.1.6  1.3.3.4  1.14.13.237  1.4.3.2  1.4.3.4  1.14.13.160  1.15.1.1,Anaerobe
GCF_000007205,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007205.1_ASM720v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007205.1_ASM720v1_protein_embedding.h5,182082,Chlamydia pneumoniae,original tree,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Bacteria,Aerobic,GOLD,4,1.14.14.51  1.14.14.52  1.14.13.168  1.15.1.1,Aerobe
GCF_000007945,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007945.1_ASM794v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007945.1_ASM794v1_protein_embedding.h5,233412,Haemophilus ducreyi,added,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bacteria,Anaerobic,PATRIC,10,1.1.5.4  1.10.3.14  1.4.3.19  4.1.1.39  1.4.3.24  1.3.5.6  1.1.99.18  1.4.3.5  1.14.13.9  1.15.1.1,Anaerobe
GCF_000008545,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008545.1_ASM854v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008545.1_ASM854v1_protein_embedding.h5,243274,Thermotoga maritima,original tree,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Bacteria,Anaerobic,GOLD,9,1.14.13.208  1.14.13.81  1.3.3.4  1.14.13.163  1.13.11.24  1.1.99.18  1.4.3.2  1.14.13.9  1.15.1.1,Anaerobe
